text	class
i underlined make you feel whenever i hear about him referring to me as his or especially his precious child i feel so wonderful	1
i was feeling generous that saturday morning and told them to go ahead with their plan to have the stand and if they made enough money id take them to the theater to see a movie	1
i started feeling shaky hungry	0
i think of how many years i spent feeling furious at my dramatic perspective of the world and my extremely sensitive nature	0
i hate that feeling it makes me feel so ashame and stupid	0
i feel confident that ive put in the time and done everything possible to win but that decision is out of my hands	1
i feel can be blamed on the music	0
im feeling very defeated negative and what is the point of it all today	0
i went home from the bar and crashed at waking up at this morning feeling mostly fantastic	1
i use a small p size amount or p if im feeling generous and massage the milk into my skin in little sections and if i feel an area needs more then i can apply more	1
i feel so helpless but so well protected	0
i feel so repressed with this one now	0
id been feeling so smug about not catching what had been going around	1
i began to feel very afraid of disappointment during the tour just because the rain and fog continued	0
i don t recommend carrying around handfuls of gold jewelry in your backpacks or having it on your person i do think that a few key pieces of fun jewelry are necessary to keep you looking and feeling cute on the road	1
